# 【打診文の絶対条件・法務判定 v1.0】メール本文・署名にURLを一切貼らないこと（AmazonストアURL・自社サイト satoy-select.com・SNS すべて）。貼った瞬間に特定電子メール法2条2号の『広告宣伝ウェブサイトへの誘導』に該当し、相手の『営業お断り』表示が法的効力を持つ。白が黒に転ぶ唯一の分岐点。 ／ 1社1通・追送しない・断られたら即終了・一斉送信ツール禁止・実績ゼロを正直に書く。 ／ optout_class が D・E の社には打診しない。C は A/A_PLUS/B を全件消化した後・フォームのみ・1回限り。
順位,スコア,メーカー名,optout_class,contact_priority,action,allowed_channels,optout_hit_terms,optout_rule_ids,form_optout_notice,optout_source_url,optout_checked_at,recheck_condition,optout_e_subclass,optout_decided_by,optout_needs_review,optout_review_reason,正式商号,法人番号,所在地,公式HP,電話,問い合わせフォームURL,メール,確度,取引可否シグナル,備考,出典URL,該当商品数,主なカテゴリ,想定仕入れ金額の中央値,Amazon価格の中央値,代表商品名
122,,モリグリーン(Moly Green),A,2,contact,"[""form"", ""mail"", ""phone""]",,,私たちは自動車関連総合卸機能とメーカー機能を併せ持つ次世代のホールセラー・CAPスタイルです。,https://www.cap-style.co.jp/,2026-09-04,,,,,,株式会社CAPスタイル,,〒143-0016 東京都大田区大森北1-11-5 共和七番館6F,https://www.cap-style.co.jp/,03-3298-7100,,,候補,有望(小ロット/OEM/B2Bの明示あり),★取引の筋が良い。MOLYGREEN は株式会社CAPスタイルのオリジナルブランド（公式 molygreen.jp が明記）。同社はオートバックスセブンの子会社で従業員143名、**『自動車関連総合卸機能とメーカー機能を併せ持つホールセラー』を自称＝卸取引が本業**。電話は東京オートサロン出展者情報が出典で公式サイトでは未確認のため候補とした。前出の『モリドライブ』（ルート産業）とは**別会社**なので混同しないこと,https://www.cap-style.co.jp/ ; https://www.tokyoautosalon.jp/exhibitors/detail/10666 ; https://www.molygreen.jp/about/,1,車＆バイク,721,5780,モリグリーン(Moly Green) エンジンオイル セレクション 0W20 SP/GF-6A 4L 全合成油 0470076
123,,リンナイ(Rinnai),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.rinnai.co.jp/contact/form/,2026-09-04,,,,,,リンナイ株式会社,,〒454-0802 愛知県名古屋市中川区福住町2番26号,https://www.rinnai.co.jp/,052-361-8211,https://www.rinnai.co.jp/contact/form/,,確定,対象外(大手/流通構造),東証プライム上場(5947)・連結売上4703億円・連結従業員11328名の大手。熱エネルギー機器メーカー。窓口は一般消費者向けの「お客さまセンター」で、販売店向けはRinnai BiZ(会員制)。実績ゼロの新規小売との直取引の相手ではない。大手。,https://www.rinnai.co.jp/corp/outline/ ; https://www.rinnai.co.jp/contact/,1,DIY・工具・ガーデン,386,1990,リンナイ 小型湯沸器専用部品 【標準】カバー付出湯管(長さ：350mm) 【型番：RU-0210】
124,,レヂトン(Resiton),A,2,contact,"[""form"", ""mail"", ""phone""]",,,各種製品、特注品製作依頼のお問い合わせ等ございましたら、下記フォームまでお気軽にお問い合わせください。,https://www.resiton.co.jp/pages/5/,2026-09-04,,,,,,株式会社レヂトン,,〒163-1408 東京都新宿区西新宿3-20-2 東京オペラシティタワー8F,https://www.resiton.co.jp/,03-5333-3320,https://www.resiton.co.jp/pages/5/,,確定,有望(小ロット/OEM/B2Bの明示あり),★★最有力級。1955年創業・資本金1000万円・従業員100名の砥石メーカー。**公式トップに『特注品切断砥石：弊社が砥石を選定し、貴社専用の特注品切断砥石を製造』＝OEM受託を公開**。お問い合わせページも『各種製品、**特注品製作依頼**のお問い合わせ等ございましたらお気軽に』。フリーダイヤル 0120-41-1014（平日9-17時）。大阪営業所あり,https://www.resiton.co.jp/pages/3/ ; https://www.resiton.co.jp/pages/5/,1,DIY・工具・ガーデン,2625,5899,レヂトン 切断砥石 金の卵 105×1.0×15【30枚セット】 (ステンレス/金属用)
125,,レック(LEC),A,2,contact,"[""form"", ""mail"", ""phone""]",,,レック商品へのご質問・お問い合わせ、株主優待等株主様のお問い合わせはこちらからお願いいたします。※お問い合わせの内容によっては、お時間を頂戴する場合やお返事を差し上げられない場合がございます。／法人のお客さま向けのお問い合わせを承っております｡お取引と関係のないご質問･ご意見の場合、お答えできないことがありますのでご了承ください。,https://www.lecinc.co.jp/contact/,2026-09-04,,,,,,レック株式会社,7010001128155,〒104-0031 東京都中央区京橋2-1-3 京橋トラストタワー8F,https://www.lecinc.co.jp/,03-3527-2150,https://www.lecinc.co.jp/contact/,,確定,有望(小ロット/OEM/B2Bの明示あり),東証上場(7874)・資本金54億91百万円・売上682億94百万円(連結2026年3月期)・連結956名の家庭日用品メーカー。★問い合わせページが目的別に分かれており「法人のお客さま向けのお問い合わせを承っております」窓口が存在する＝B2B導線あり。ただし規模が大手で、社員の25%にあたる100名強が開発部門という自社開発体制のため、実績ゼロの新規小売との直取引は難度が高い。大手。／第三者法人DB(houjin.jp)の代表者欄が公式(青木光男)と食い違うためそちらは採用しない。,https://www.lecinc.co.jp/company/info/ ; https://www.lecinc.co.jp/contact/,1,ホーム＆キッチン,1207,4880,レック r+style トイレステーション ホワイト (トイレブラシ)
126,,ワイドハイター,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.kao.com/jp/,2026-09-04,,,,,,花王株式会社（Kao Corporation）,,〒103-8210 東京都中央区日本橋茅場町1丁目14番10号,https://www.kao.com/jp/,03-3660-7111,,,確定,対象外(大手/流通構造),"『ワイドハイター』は花王株式会社のブランド。1887年創業・資本金854億円・連結売上1兆6,886億円・連結従業員31,514人。**初回小ロットの直取引の相手ではない**（仕入れるなら卸・ドラッグストアルート）",https://www.kao.com/jp/corporate/outline/profile/ ; https://www.kao.com/jp/corporate/outline/location-list/headquarters/,1,産業・研究開発用品,312,3150,【2個セット】ハイター 詰め替え用 ワイドハイターex パワー 2500ml×2個 5.6倍 まとめ買い 衣類用漂白剤 酸素系漂白剤 漂白剤 衣類 つけおき洗い 除菌 抗菌 消毒 
127,,三祐,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,http://sunyoucorporation.com/,2026-09-04,,,,,,株式会社三祐（SUNYOU CORP）,,〒631-0044 奈良県奈良市藤ノ木台2-20-18,http://sunyoucorporation.com/,0742-47-0523,,,確定,有望(小ロット/OEM/B2Bの明示あり),★★有望。自社サイトの見出しが「ペット製品の**企画開発、製造及び販売**をする会社です」で、オリジナルブランド「AD.DOGミラクルトリーツシリーズ」を自社設備で加工している(奈良県上北山村の猟師と一頭買い契約、自社設備で冷凍・乾燥加工)。代表商品「アラスカンワイルド フリーズドライ タラフィレ」が同シリーズ第一弾であることをサイト沿革で確認。★超小規模の自社製造メーカーで本丸に近い。ただし電話とFAXが同一番号(0742-47-0523)で、社員数の公開もなく、実態は数名規模とみられる。なお同社が運営する直販ショップ(ad-dog.shop-pro.jp)の特商法表記は屋号「AD. DOG Support Company」・別住所・gmailアドレスになっており、そちらの連絡先は個人色が強いので採用しない(法人サイト側の連絡先のみを採る)。,http://sunyoucorporation.com/ ; http://sunyoucorporation.com/news.html,1,ペット用品,553,2273,アラスカンワイルド（天然）フリーズドライ タラ フィレ (36g)
128,,吉田製油所,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.ysds.co.jp/,2026-09-04,,,,,,"株式会社吉田製油所（YOSHIDA SEIYUSHO Co.,Ltd.）",,〒110-0005 東京都台東区上野3-22-8 THE PORTAL 御徒町（本社）／〒210-0862 神奈川県川崎市川崎区浮島町11-2（川崎工場）,https://www.ysds.co.jp/,03-3834-4171,,,確定,有望(小ロット/OEM/B2Bの明示あり),"★本丸候補。明治42年（1909年）創業・昭和21年設立・資本金7,000万円・従業員40人。木材防腐剤／白アリ予防駆除剤の製造販売、川崎に自社工場。日本木材保存協会・日本しろあり対策協会等に加盟。★注意：**シロアリ防除剤は農薬取締法・薬機法の確認が必要な可能性**があるため、出品前にサトルのA-4（出品可否・許認可）に回すこと",https://www.ysds.co.jp/company.html ; https://www.ipros.com/company/detail/2081677/,1,DIY・工具・ガーデン,4373,8300,白アリミケブロック業務用400ml 白蟻駆除用木部処理用乳剤
129,,大島屋(Ooshimaya),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://ooshima-ya.com/,2026-09-04,,,,,,"株式会社 大島屋（OSHIMAYA Co.,Ltd.）",,〒710-0807 岡山県倉敷市西阿知町852番地（岡山本社）／〒344-0067 埼玉県春日部市中央2-5-7（関東営業所）／〒830-0416 福岡県三潴郡大木町八町牟田1514-1（九州工場営業所）,https://ooshima-ya.com/,,,,確定,連絡不可,★★本丸候補。1948年創業・1969年設立・従業員25名。花ござ発祥の地 倉敷の**い草製品メーカー（製造卸）**。『**原料の栽培や仕入れ、製品化までを一貫して行う**』『どんなニーズも形にしてきました』と自社サイトに明記＝**OEM/別注に応じる姿勢**。九州に自社工場。★電話は公式会社概要に記載がなく空欄（推測しない）。フォームURLも未特定,https://ooshima-ya.com/company/ ; https://ooshima-ya.com/,1,ホーム＆キッチン,62,1900,籐枕 約30×18×12cm
130,,大石天狗堂(Ooishi Tengudo),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.tengudo.jp/,2026-09-04,,,,,,株式会社 大石天狗堂,,〒612-8082 京都府京都市伏見区両替町二丁目350-1,https://www.tengudo.jp/,075-603-8688,https://www.tengudo.jp/contact,info@tengudo.jp,確定,連絡可,★★最有力級。寛政12年（1800年）創業のかるた老舗。資本金1000万円。全日本かるた協会公認の百人一首を製造。電話・メール・フォームの3経路すべて公開。営業時間 月〜金9:00-18:00・土10:00-17:00。営業お断りの記載なし,https://www.tengudo.jp/company ; https://www.tengudo.jp/contact,1,おもちゃ,1525,7300,大石天狗堂(Ooishi Tengudo) 小倉百人一首 歌かるた 標準取札
131,,太平洋工業,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.pacific-ind.co.jp/,2026-09-04,,,,,,"太平洋工業株式会社（PACIFIC INDUSTRIAL CO., LTD.）",,〒503-8603 岐阜県大垣市久徳町100番地,https://www.pacific-ind.co.jp/,0584-28-0105,https://www.pacific-ind.co.jp/contact/,,確定,対象外(大手/流通構造),"**東証プライム上場・売上2,182億円・連結5,176名の自動車部品大手**。納入先はトヨタ・ホンダ・日産・BMW等の完成車メーカー。電話は『タイヤバルブ製品に関するお問い合わせ』窓口（バルブ・TPMS事業本部 営業部）で、代表は 0584-91-1111。**初回小ロットの直取引の相手ではない**",https://www.pacific-ind.co.jp/company/about/info/ ; https://www.pacific-ind.co.jp/contact/,1,車＆バイク,1682,4150,太平洋工業 チューブレスタイヤゴムバルブ 100個セット TR413CL パッキン付き 太平洋パシフィック TR-413 チューブレスタイヤ用スナップインバルブ 安心の日本製
132,,富士フレーバー,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.fjf.co.jp/jp,2026-09-04,,,,,,富士フレーバー株式会社,,〒205-8503 東京都羽村市緑ヶ丘三丁目5番地の8,https://www.fjf.co.jp/jp,042-554-1201,,,確定,有望(小ロット/OEM/B2Bの明示あり),"**日本たばこ産業株式会社（JT）の全額出資子会社**（資本金1億9,600万円・従業員166名）。フェロモントラップの製造。製品は工場・倉庫向けのB2B用途。電話は羽村市公式サイトの企業情報（自治体の一次資料）。親会社がJTのため、個人事業者との直取引は現実的でない可能性が高い",https://www.fjf.co.jp/jp/corp/index.html ; https://www.city.hamura.tokyo.jp/0000001627.html,1,DIY・工具・ガーデン,504,1782,富士フレーバー タバコシバンムシ 誘引 捕獲 セット ニューセリコ 2枚入り フェロモントラップ
133,,小川耕太郎∞百合子社,A,2,contact,"[""form"", ""mail"", ""phone""]",,,小川社で扱う商品は、マニュアル化できない部分が多く、お客様からいただくご相談やご質問につきましては、個々で対応しております。お手数おかけしますが、下記までご連絡ください。,https://mitsurouwax.com/,2026-09-04,,,,,,有限会社小川耕太郎∞百合子社,5190002005726,〒519-3921 三重県尾鷲市賀田町105番地,https://mitsurouwax.com/,0597-27-3361,https://mitsurouwax.com/,info@mitsurouwax.com,確定,有望(小ロット/OEM/B2Bの明示あり),★★★最有力級。ど真ん中の本丸。有限会社・資本金300万円・**従業員4人(パート2名含む)**・1998年創業。事業内容は「自然の産物や自然を生かした商品の**企画開発・製造・販売**」で、代表商品の未晒し蜜ロウワックスは自社開発の看板商品。自社で「家内工業という規模がイメージできる名前」と述べている超小規模メーカー。★取引シグナル: イプロスの事業内容に「自然の産物、自然を生かした産物の**商品開発及び卸し、小売り**」「生活雑貨の**卸し**、小売り」と卸を明記。主要取引先に岡崎製材/ジャパン建材/ジューテック/ジョイフル本田/東急ハンズが並び、小売への卸実績がある。★メールアドレスを公式に公開している(日本企業では珍しい)。営業お断りの表示なし。,https://mitsurouwax.com/about/prof/index.html ; https://www.ipros.com/company/detail/1324867/,1,DIY・工具・ガーデン,640,1900,シックハウス対策に天然成分100％ワックス『未晒し蜜ロウワックス』/Aタイプ　100ml
134,,常陸化工,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://hitachi-kakou.com/,2026-09-04,,,,,,"常陸化工株式会社（HITACHI CHEMICAL INDUSTRIES Co.,Ltd.）",,〒313-0007 茨城県常陸太田市新宿町664（本社・工場）,https://hitachi-kakou.com/,0294-72-2288,,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★本丸候補。昭和35年設立・資本金4,000万円・社員68名。**1992年に世界で初めて固まる木製猫砂『スーパーウッディー』を開発した自社製造メーカー**。本社に製造工場を併設。1988年に自社ブランド『キャットサンドかたまりっ子』で小売市場に参入した実績あり＝**小売向けの取引経験がある**。フォームURLは特定できず未取得",https://hitachi-kakou.com/company/index.html ; https://hitachi-kakou.com/access/index.html,1,ペット用品,2311,5590,常陸化工 猫砂 トイレに流せる木製猫砂 大容量タイプ 12L 4袋
135,,快適設計IBR,A,2,contact,"[""form"", ""mail"", ""phone""]",,,レディースアパレル卸・企画・製造ならIBR,https://ibr.ne.jp/,2026-09-04,,,,,,株式会社アイビーアール（IBR）,,大阪市中央区博労町2丁目6番7号 東邦ビル8階,https://ibr.ne.jp/,06-6281-8088,,shop@ibr.ne.jp,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸候補。**本業がレディースアパレルの卸・企画・製造（OEM）**で、日本と中国の橋渡しを自称。コロナ期に不織布マスクの輸入販売へ進出したのが『IBR 高機能マスクSHOP』。メール・電話を公開（フリーダイヤル 0120-338-818／代表 06-6281-8088）。営業9:00-17:30 土日祝休。**卸・OEMが本業なので取引の話が通じる型**,https://ibr.official.ec/about ; https://ibr.ne.jp/archives/news/マスク事業-2/,1,産業・研究開発用品,529,1980,[快適設計IBR] KN95 マスク 不織布 5層 CNAS機関認証済み 旧製品「レギュラー」の新バージョン 立体構造 ノーズスポンジ付き 曇りにくい 耳が痛くなりにくい 20枚入
136,,懐石,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.petline.co.jp/,2026-09-04,,,,,,ペットライン株式会社,,〒507-0062 岐阜県多治見市大針町657-1（本店・多治見工場）／〒220-8146 神奈川県横浜市西区みなとみらい2-2-1 横浜ランドマークタワー46階（本社）,https://www.petline.co.jp/,0572-29-2011,https://www.petline.co.jp/contact/,,確定,連絡可,"★ブランド帰属の追跡が要った行。『懐石』『和の究み JPスタイル』はもともと日清ペットフード株式会社のブランドだが、**2019年12月に三菱商事グループのペットライン株式会社へ事業譲渡された**（日清製粉グループ本社のIR資料で確認）。したがって現在の権利者はペットライン。★検索上位に出た『日本ペットフード株式会社』は**社名が似ているだけの別会社**なので採用しなかった。自社工場・研究開発センターを持つ国産メーカー。資本金4億8,000万円・従業員185名",https://www.petline.co.jp/company/ ; https://www.nisshin.com/uploads/191217.pdf,1,ペット用品,259,3800,ジェーピースタイル 和の究み ドッグフード 小粒 1歳から【国産/アルミ小分け】 1.8kg(300g×6)
137,,日本のオラクルカード・タロットカード全集,A,2,contact,"[""form"", ""mail"", ""phone""]",,,主な事業内容 ・カード出版制作事業・カード販売事業・カード文化の振興事業・カードの講座・セミナー事業・ライセンス管理事業・メディア・B2B支援事業,http://company.visionary-c.com/ja/company/,2026-09-04,,,,,,"株式会社ヴィジョナリー・カンパニー（Visionary Company Co., Ltd.）",,〒111-0052 東京都台東区柳橋1-30-5 ドヌール柳橋弐番館2F,http://company.visionary-c.com/,03-6380-5550,https://card.visionary-c.com/company/,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★最有力級。2001年設立・資本金1,000万円。事業内容に『カード出版制作事業』『**ライセンス管理事業**』『**メディア・B2B支援事業**』を明記。英語版会社概要には『**A wholesale site specializing in cards（カード専門の卸サイト）**』『**Creating & Producing original cards（オリジナルカードの制作・製造）**』とあり、**卸とOEMの両方を自ら公開している**。古物商許可 第304381606825号（東京都公安委員会）。営業10:00-18:00 土日祝休。出典に特定商取引法に基づく表記を含む",http://company.visionary-c.com/ja/company/ ; https://card.visionary-c.com/company/,1,おもちゃ,1495,3300,しろふわくんのしあわせ運ぶオラクルカード ｜ enoko ｜ カード36枚 日本語解説紙付き【正規品】
138,,日本電興株式会社,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.nihondenko.com/,2026-09-04,,,,,,日本電興株式会社,,〒486-0912 愛知県春日井市高山町2丁目31番5,https://www.nihondenko.com/,0568-34-6688,https://www.nihondenko.com/contact.html,nd@nihondenko.com,確定,有望(小ロット/OEM/B2Bの明示あり),"★本丸候補。資本金4,930万円。家庭用換気扇の製造販売。中国に自社工場（江門市日電精機電器製造有限公司）、香港・韓国に関連会社。メール・電話を公開。個人客向けは 0120-996-187 と分けている＝**法人窓口が代表番号側**。営業お断りの記載なし",https://www.nihondenko.com/company.html ; https://www.nihondenko.com/contact.html,1,DIY・工具・ガーデン,4093,13585,日本電興(NIHON DENKO) 日本製 ナノバブル発生装置 キッチン水栓用 (泡沫/丸型) ND-NBKS 工具不要 簡単取付 ナノバブル 節水
139,,日進医療器,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.wheelchair.co.jp/,2026-09-04,,,,,,日進医療器株式会社,,〒481-8681 愛知県北名古屋市沖村権現35番地の2,https://www.wheelchair.co.jp/,0568-21-0635,https://www.wheelchair.co.jp/contact/,,確定,連絡可,"昭和39年設立・資本金5,000万円・従業員150名の車いす／医療福祉機器メーカー。★注意：公式サイトに『販売店様用パスワード』で保護された領域があり、**正規販売店制度を敷いている**。飛び込みでの取引は難しい可能性が高い。また車いすは管理医療機器に当たる可能性があり、出品前に薬機法の確認が必要（サトルのA-4案件）",https://www.wheelchair.co.jp/base/ ; https://www.wheelchair.co.jp/contact/,1,スポーツ＆アウトドア,73,1790,日進医療器 LE携帯酸素スプレー5リットル
140,,旭化成ワッカーシリコン,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.aws-silicone.com/,2026-09-04,,,,,,"旭化成ワッカーシリコーン株式会社（Wacker Asahikasei Silicone Co.,Ltd.）",,〒101-0047 東京都千代田区内神田1-16-8 内神田ミッドスクエア7F（本社）／〒300-4522 茨城県筑西市向上野1500-3 つくば明野工業団地（つくば事業所）,https://www.aws-silicone.com/,,https://www.aws-silicone.com/contact/,,確定,対象外(大手/流通構造),旭化成50%・独ワッカーケミー50%の合弁（1999年設立・資本金10.5億円・従業員160名）。★電話は公式サイトに記載がなく空欄。連絡はフォームのみ。製品は工業用シリコーンで、**大手化学メーカーであり初回小ロットの直取引の相手ではない**,https://www.aws-silicone.com/company/business/ ; https://www.aws-silicone.com/contact/,1,ホビー,1836,4070,旭化成ワッカーシリコン M4470 1kg 硬化剤セット 型取りシリコン
141,,曙産業,A,2,contact,"[""form"", ""mail"", ""phone""]",,,お客様の仕様に従った製品（ＯＥＭ製品）の開発設計も承っております。…既製品の少量から大量受注も承ります。,https://webdb.tsjiba.or.jp/main/company/00001529/show,2026-09-04,,,,,,株式会社曙産業,,〒959-1234 新潟県燕市南一丁目2番11号,https://www.akebono-sa.co.jp/,0256-63-5071,,,確定,有望(小ロット/OEM/B2Bの明示あり),★★最有力。昭和27年創業・資本金1000万円・従業員48〜60名。商品企画から金型・成形・組立まで社内一貫生産のプラスチック総合メーカー。燕三条ものづくり企業ナビ（燕三条地場産業振興センター＝公的機関）の企業情報に『**お客様の仕様に従った製品（OEM製品）の開発設計も承っております**』『**既製品の少量から大量受注も承ります**』『詳細はお気軽にご相談ください』と明記。**少量取引を自ら受け付けている**。営業お断りの記載なし。フォームURLは特定できず未取得,https://www.akebono-sa.co.jp/help/about ; https://webdb.tsjiba.or.jp/main/company/00001529/show,1,ホーム＆キッチン,117,1990,曙産業 レンジでらくチン! ゆでたまご 1個用 日本製 電子レンジで簡単ゆで卵作り 余熱調理で加熱時間を短縮 フタは安全2点ロック式 RE-1505 ホワイト/イエロー
142,,株式会社アザレア,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.hitcallofficial.com/,2026-09-04,,,,,,,,,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,,要確認,保留(個人事業主の疑い・掲載可否は社長判断),★★裏取り不成立のため所在地・商号・電話を意図的に空欄にした（推測で埋めない）。理由3点: (1)HITCALL公式サイトには法人名も所在地も無く、連絡先は携帯番号(080-)と「HITCALL事業部」の表記のみ＝個人事業主または微小事業者の疑い。携帯番号は個人の番号である可能性が高くPUBLICリポに載せない。(2)「株式会社アザレア」は同名法人が複数存在する。楽天の店舗情報は埼玉県狭山市・代表者 小見大樹、企業INDEXナビの法人番号5020001094290は神奈川県川崎市幸区で、**別法人の可能性が高い**。どちらがHITCALLの製造元か確定できない。(3)第三者ECの商品説明に「メーカー：株式会社アザレア」とあるのみで、同社自身の一次情報での裏取りができていない。→ 打診するなら公式サイトの問い合わせフォーム経由に限る。,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,1,ホビー,252,1580,HITCALL 天然由来成分PLA配合 NM BB弾 0.2g 4000発 高精度 高真球 ウォーター研磨仕上げ採用
143,,消臭ストロング,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.kao.co.jp/s-strong/attack/,2026-09-04,,,,,,花王株式会社（Kao Corporation）,,〒103-8210 東京都中央区日本橋茅場町1丁目14番10号,https://www.kao.co.jp/s-strong/attack/,03-3660-7111,,,確定,重複(同一法人の別行),『アタック 消臭ストロング』は花王株式会社のブランド。**『ワイドハイター』の行と同一法人**（名寄せの取りこぼしで別行になっている）。業務用は花王プロフェッショナル・サービス株式会社の扱い。大手のため直取引の相手ではない,https://www.kao.co.jp/s-strong/attack/ ; https://pro.kao.com/jp/products/kps10/4901301451262/,1,産業・研究開発用品,403,2470,KAO 【業務用 衣料用洗剤】アタック 消臭ストロング ジェル 4Kg(花王プロフェッショナルシリーズ)
144,,消臭ビーズ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://pet.unicharm.co.jp/shoshubeads/,2026-09-04,,,,,,ユニ・チャーム株式会社,8500001014833,〒108-8575 東京都港区三田3-5-19 住友不動産東京三田ガーデンタワー,https://pet.unicharm.co.jp/shoshubeads/,0120-810-539,,,確定,対象外(大手/流通構造),★抽出ノイズ寄り。「消臭ビーズ」はメーカー名ではなく商品カテゴリ名。実体はユニ・チャーム(ユニ・チャームペット)の「猫トイレまくだけ 香り広がる消臭ビーズ」。電話はペット用品専用のお客様相談窓口(0120-810-539)で消費者向け。大手。ソフトークと同一法人なので打診対象としては重複。,https://pet.unicharm.co.jp/shoshubeads/ ; https://www.d-unicharm.jp/company,1,ペット用品,204,1760,【まとめ買い】　消臭ビーズ 猫トイレまくだけ 香り広がる消臭ビーズ さわやかなナチュラルガーデンの香り 450ml×3個
145,,矢崎化工(Yazaki Kako),A,2,contact,"[""form"", ""mail"", ""phone""]",,,工業部門へのお問い合わせ／福祉介護部門へのお問い合わせ／自動車部品部門へのお問い合わせ／生活用品・DIY部門へのお問い合わせ／食品・流通・小売・サービス部門へのお問い合わせ／農業部門へのお問い合わせ,https://www.yazaki.co.jp/company/,2026-09-04,,,,,,矢崎化工株式会社,,〒422-8519 静岡県静岡市駿河区小鹿2丁目24番1号,https://www.yazaki.co.jp/,054-281-0111,https://www.yazaki.co.jp/company/,,確定,連絡可,1953年設立・資本金1億円・従業員852名・売上206億円。『イレクター』のメーカー。★**問い合わせ窓口が部門別に整備されている**（工業／福祉介護／自動車部品／**生活用品・DIY**／食品流通小売サービス／農業）。国内4工場・海外3拠点。中堅規模で、部門窓口があるぶん話は通しやすいが小ロット直取引は要確認,https://www.yazaki.co.jp/company/profile/ ; https://www.yazaki.co.jp/company/office/,1,DIY・工具・ガーデン,7658,13000,YAZAKI YP-778A 都市ガス用電池式ガス・CO警報器　矢崎エナジーシステム製　12A、13A ホワイト
146,,筒井時正商店,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://tsutsuitokimasa.jp/about,2026-09-04,,,,,,筒井時正玩具花火製造所株式会社,,〒835-0135 福岡県みやま市高田町竹飯1950-1,https://tsutsuitokimasa.jp/,0944-67-0764,,,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸そのもの。昭和4年（1929年）創業・四世代続く家族経営。**国内で数軒しかない線香花火の製造所**で、稲藁製の『スボ手牡丹』は全国で同社のみ。『**全国の玩具店などに卸しています**』と福岡県公式観光サイトに記載。★**メールは意図的に空欄**：公式表記が `info [at] tsutsuitokimasa.jp` とスパム避けの伏字で、@に置換すれば推測できるが現物確認ではないため埋めない。★★**玩具花火は火薬類取締法の対象**。Amazon の出品規制・配送規制（航空便不可等）の確認が必須（サトルのA-4案件）,https://tsutsuitokimasa.jp/about ; https://www.crossroadfukuoka.jp/spot/10498,1,おもちゃ,252,1680,"超特大ナイヤガラ 参考価格:1,100円/1箱 総薬量(約)72g"
147,,経営科学出版,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://keieikagakupub.com/,2026-09-04,,,,,,株式会社経営科学出版,,〒108-0075 東京都港区港南2-16-1 品川イーストワンタワー9F,https://keieikagakupub.com/,06-6121-6211,,,確定,連絡可,"2010年創業。ダイレクト出版株式会社の関連会社で、事業概要は『教育事業、社会人向けコンテンツ販売』＝**ダイレクトマーケティング型の出版社**。書店流通が主ではないため、一般的な出版仕入れの動線と異なる。資本金は公式500万円／マイナビ1,000万円と食い違いがあり、公式の値を採った",https://keieikagakupub.com/company/ ; https://renew.keieikagakupub.com/company/,1,本,657,5300,日本経済の勝算〜なぜ今、世界が日本に注目するのか〜
148,,自然暮らし,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.nittofc.co.jp/,2026-09-04,,,,,,日東エフシー株式会社,,愛知県名古屋市港区いろは町1-23,https://www.nittofc.co.jp/,052-661-4387,https://shizengurashi.jp/pages/contact,shizengurashi@nittofc.co.jp,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸候補。『自然暮らし』は肥料メーカー日東エフシー株式会社（1952年設立）の家庭園芸ブランド。70年以上プロ生産者向けに肥料を供給、**自社の試験圃場を持ち国内で開発・製造**。★メール shizengurashi@nittofc.co.jp は**プレスリリースに『自然暮らし担当まで』と明記された窓口**＝ブランド担当に直接届く。出典はPR TIMESの自社配信リリース,https://prtimes.jp/main/html/rd/p/000000001.000141398.html ; https://shizengurashi.jp/pages/concept,1,DIY・工具・ガーデン,722,2533,【プロ品質の万能肥料】観葉植物 水耕栽培 粉末 肥料 栄養剤 液体肥料 自然暮らし 水に溶かして速く効く粉末液肥 100g 添加液肥20ml
