メーカー,レーン,判定理由,商号候補,法人格表記,該当商品数,主カテゴリ,第三者セラー数,屋号型セラー数,CNスコア,CNシグナル,想定仕入れ上限の中央値,Amazon価格の中央値,代表商品,代表ASIN,メーカー検索
Gakken,除外:メディア,再販制度対象(法人化でも解けない),学研プラス,,4,本,6,3,0,,806,4600,立方体の切断の攻略 (受験脳を作る),4057503846,https://www.google.com/search?q=Gakken%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
河合出版,除外:メディア,再販制度対象(法人化でも解けない),河合出版,,3,本,5,3,0,,165,4138,2026 共通テスト総合問題集 英語(リーディング) (河合塾SERIES),4777229513,https://www.google.com/search?q=%E6%B2%B3%E5%90%88%E5%87%BA%E7%89%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Brook,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Brook,,3,ゲーム,3,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,4305,8483,Brook 2026年版 ポケモンGO 用 ポケットオートキャッチ LIGHT デュアルアカウント使用可能 2台同時接続 わずか10グラム 公式ブラックレザーケ,B0CFJR6T8J,https://www.google.com/search?q=Brook%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Rhino,除外:メディア,再販制度対象(法人化でも解けない),Warner Bros,,3,ミュージック,5,0,0,,4892,10876,Rumours -Ltd/45 Rpm- [Analog],B004OKFIQI,https://www.google.com/search?q=Rhino%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SACRA MUSIC,除外:メディア,再販制度対象(法人化でも解けない),SACRA MUSIC,,3,ミュージック,4,2,0,,4977,10746,"GREATEST HITS 2011-2017 “ALTER EGO"" (完全生産限定盤)(BD+スペシャルグッズ付)",B0772VCQYR,https://www.google.com/search?q=SACRA%20MUSIC%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ホリ,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ホリ,,3,ゲーム,4,3,2,S2_ピンイン風セラー,3392,14980,【最新アップデート適用済み】ホリ ファイティングコマンダーOCTA Pro 天面6ボタン SPF-040【SONYライセンス商品】,B0DWWCG42V,https://www.google.com/search?q=%E3%83%9B%E3%83%AA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
マガジンハウス,除外:メディア,再販制度対象(法人化でも解けない),マガジンハウス,,3,本,4,2,0,,323,2891,Casa BRUTUS &Premium 特別編集 ミナ ペルホネンと皆川 明 30周年特装版 (MAGAZINE HOUSE MOOK extra issue,4838757816,https://www.google.com/search?q=%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%83%8F%E3%82%A6%E3%82%B9%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
NBCユニバーサル・エンターテイメントジャパン(LAQ),除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Happinet,,3,DVD,7,2,0,,10284,18000,雲が描いた月明り Blu-ray SET2 140分特典映像DVDディスク付,B06XKX426L,https://www.google.com/search?q=NBC%E3%83%A6%E3%83%8B%E3%83%90%E3%83%BC%E3%82%B5%E3%83%AB%E3%83%BB%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%86%E3%82%A4%E3%83%A1%E3%83%B3%E3%83%88%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%28LAQ%29%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Random House Books for Young Readers,除外:メディア,再販制度対象(法人化でも解けない),Penguin Audio,,3,洋書,7,0,2,S3_略号JPセラー,3170,6749,Who Moved My Cheese?: An A-Mazing Way to Deal with Change in Your Work and in Yo,1984845543,https://www.google.com/search?q=Random%20House%20Books%20for%20Young%20Readers%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
経済法令研究会,除外:メディア,再販制度対象(法人化でも解けない),経済法令研究会,,3,本,4,1,0,,1021,7001,相続アドバイザー3級 問題解説集 2026年3月受験用,4766874102,https://www.google.com/search?q=%E7%B5%8C%E6%B8%88%E6%B3%95%E4%BB%A4%E7%A0%94%E7%A9%B6%E4%BC%9A%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Johnny & Associates,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),MENT RECORDING,,3,DVD,4,1,2,S2_ピンイン風セラー,5238,10000,【メーカー特典あり】Snow Man LIVE TOUR 2021 Mania(DVD4枚組)(初回盤)(外付け特典A付き),B09VGTTX9N,https://www.google.com/search?q=Johnny%20%26%20Associates%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Motowolf,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ビクターエンタテインメント,,3,DVD,4,1,0,,5078,11246,"LIVE TOUR 2019 “キミは見てくれが悪いんだから、アホ丸出しでマイクを握ってろ!!"" だと!? ふざけるな!![DVD + Bonus Disc(D",B07YWQ9F7C,https://www.google.com/search?q=Motowolf%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ERJ,除外:メディア,再販制度対象(法人化でも解けない),ERJ,,3,ミュージック,6,1,2,S2_ピンイン風セラー,3420,6200,ALL TIME BEST ~Martini Dictionary~(初回生産限定盤) - 鈴木 雅之,B00RFZBJ76,https://www.google.com/search?q=ERJ%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Arrow Video,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Arrow Video,,3,DVD,6,0,2,S3_略号JPセラー,2571,6241,4K UHD,B08R61N3MX,https://www.google.com/search?q=Arrow%20Video%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Crimson,除外:メディア,再販制度対象(法人化でも解けない),日本ファルコム,,3,ミュージック,4,0,0,,3778,6800,日本ファルコム ふぁるこむフィールドざんまい,B00ET5L0X8,https://www.google.com/search?q=Crimson%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
avex trax,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),avex trax,,3,DVD,4,0,0,,5948,10370,滝沢歌舞伎2018(DVD3枚組)(初回盤A),B07JMV8TG1,https://www.google.com/search?q=avex%20trax%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Perfection Learning,除外:メディア,再販制度対象(法人化でも解けない),Perfection Learning,,3,洋書,6,1,0,,3636,9205,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),0756958482,https://www.google.com/search?q=Perfection%20Learning%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
アリオラジャパン,除外:メディア,再販制度対象(法人化でも解けない),アリオラジャパン,,3,ミュージック,5,2,0,,3217,10150,CEREMONY (初回生産限定盤) (Blu-ray Disc付),B081WSBZW2,https://www.google.com/search?q=%E3%82%A2%E3%83%AA%E3%82%AA%E3%83%A9%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
東映,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),"TOEI COMPANY,LTD.(TOE)(D)",,3,DVD,4,0,0,,3962,9980,【メーカー特典あり】映画『THE FIRST SLAM DUNK』STANDARD EDITION　早期予約特典“湘北ユニフォーム型ステッカー”付き [Blu-,B0CLPD66L2,https://www.google.com/search?q=%E6%9D%B1%E6%98%A0%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
株式会社ストームレーベルズ/イーラブ・レーベル,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),株式会社ストームレーベルズ/イーラブ・レーベル,あり,3,DVD,2,1,0,,8637,15300,【メーカー特典あり】NEWS 20th Anniversary LIVE 2023 in TOKYO DOME BEST HIT PARADE!!!～シングル全,B0DBYRN6BD,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B9%E3%83%88%E3%83%BC%E3%83%A0%E3%83%AC%E3%83%BC%E3%83%99%E3%83%AB%E3%82%BA/%E3%82%A4%E3%83%BC%E3%83%A9%E3%83%96%E3%83%BB%E3%83%AC%E3%83%BC%E3%83%99%E3%83%AB%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Import,除外:メディア,再販制度対象(法人化でも解けない),"ROLLING STONES, THE",,3,ミュージック,4,1,0,,2638,8129,Let It Bleed,B0000DJYQQ,https://www.google.com/search?q=Import%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
スパイク・チュンソフト,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),スパイク・チュンソフト,,3,ゲーム,5,2,0,,1964,7980,ウィッチャー３ ワイルドハント コンプリートエディション -PS5,B0BMVCTFT9,https://www.google.com/search?q=%E3%82%B9%E3%83%91%E3%82%A4%E3%82%AF%E3%83%BB%E3%83%81%E3%83%A5%E3%83%B3%E3%82%BD%E3%83%95%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Xl Recordings,除外:メディア,再販制度対象(法人化でも解けない),Xl Recordings,,3,ミュージック,6,1,2,S3_略号JPセラー,2554,6595,21 [Analog],B08P85K82V,https://www.google.com/search?q=Xl%20Recordings%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
バップ,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),バップ,,3,DVD,4,2,2,S2_ピンイン風セラー,3590,7898,これは経費で落ちません! DVD-BOX,B07YNSTT7V,https://www.google.com/search?q=%E3%83%90%E3%83%83%E3%83%97%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Rhythm Zone,除外:メディア,再販制度対象(法人化でも解けない),rhythm zone,,3,ミュージック,5,0,0,,4757,16190,ONE(CD3枚組+DVD5枚組)(初回生産限定盤),B09TBKLLT5,https://www.google.com/search?q=Rhythm%20Zone%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
The Beatles,除外:メディア,再販制度対象(法人化でも解けない),Beatles,,3,ミュージック,6,1,2,S3_略号JPセラー,1347,4250,Sgt. Pepper's Lonely Hearts Club Band,B0025KVLTM,https://www.google.com/search?q=The%20Beatles%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
パラマウント,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),Happinet,,3,DVD,3,1,0,,4593,8000,パウ・パトロール シーズン2 DVD9枚セット SET-164-2PAU9-HPM,B096ZQTPJ1,https://www.google.com/search?q=%E3%83%91%E3%83%A9%E3%83%9E%E3%82%A6%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
こぐま会,除外:メディア,再販制度対象(法人化でも解けない),こぐま会,,2,本,5,1,0,,151,1827,ひとりでとっくん02 点図形2,486362011X,https://www.google.com/search?q=%E3%81%93%E3%81%90%E3%81%BE%E4%BC%9A%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
PDP,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),PDP,,2,ゲーム,5,2,0,,4698,10235,【SONYオフィシャルライセンス商品】PDP Victrix Gambit PS5 ゲーミングヘッドセット ワイヤレス 有線 ブラック マイク付き【国内正規品】,B09BWHTLYR,https://www.google.com/search?q=PDP%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Pearson Education,除外:メディア,再販制度対象(法人化でも解けない),Pearson Japan,,2,洋書,6,1,0,,5989,12620,Longman Dictionary of Contemporary English (6E) Paperback & Online (LDOCE),1447954203,https://www.google.com/search?q=Pearson%20Education%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ビーイング,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ビーイング,,2,DVD,3,3,0,,8081,15240,劇場版 名探偵コナン 純黒の悪夢(ナイトメア)(初回限定盤)[DVD],B01IVNMRIU,https://www.google.com/search?q=%E3%83%93%E3%83%BC%E3%82%A4%E3%83%B3%E3%82%B0%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
STUDIOCANAL,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,2,DVD,6,0,0,,3196,12460,Howl's Moving Castle [Blu-ray] [Import],B007EC007A,https://www.google.com/search?q=STUDIOCANAL%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
タイトー,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),タイトー,,2,ゲーム,6,2,0,,9770,17345,アーケードメモリーズVOL.3 【特典】10 タイトル収録 SD カード、電TAITOSTATION VOLUME4(攻略本 A4 全 32 ページ、インストラ,B0DDBZWDV2,https://www.google.com/search?q=%E3%82%BF%E3%82%A4%E3%83%88%E3%83%BC%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SNK,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),SNK,,2,ゲーム,6,2,0,,6260,16568,NEOGEO mini （ネオジオミニ）本体,B07QGB8MN6,https://www.google.com/search?q=SNK%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
株式会社,除外:メディア,再販制度対象(法人化でも解けない),株式会社,あり,2,本,6,2,0,,5802,14975,ドクターストーン Dr.STONE　コミック　全27巻セット (集英社),B0CZXNHQDR,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
LEGACY RECORDINGS,除外:メディア,再販制度対象(法人化でも解けない),Sony,,2,ミュージック,6,1,0,,7722,16368,Michael Jackson's This Is It [Analog],B0037U9PXI,https://www.google.com/search?q=LEGACY%20RECORDINGS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
WARNER RECORDS,除外:メディア,再販制度対象(法人化でも解けない),HT,,2,ミュージック,6,1,2,S3_略号JPセラー,5877,13004,STADIUM ARCADIUM [Analog],B000GW8OX2,https://www.google.com/search?q=WARNER%20RECORDS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ジャニーズ・エンタテイメント,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ジャニーズ・エンタテイメント,,2,DVD,4,2,0,,3358,13162,KinKi Kids Concert 2022-2023 24451〜The Story of Us〜 (初回生産限定盤) (DVD) (特典なし),B0C73FY74P,https://www.google.com/search?q=%E3%82%B8%E3%83%A3%E3%83%8B%E3%83%BC%E3%82%BA%EF%BD%A5%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%A1%E3%83%B3%E3%83%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
コンテンツ・ファクトリー,除外:メディア,再販制度対象(法人化でも解けない),コンテンツ・ファクトリー,,2,本,3,2,0,,1092,3025,問題解決の全体観 上巻 ハード思考編,4904256026,https://www.google.com/search?q=%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%84%E3%83%BB%E3%83%95%E3%82%A1%E3%82%AF%E3%83%88%E3%83%AA%E3%83%BC%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
駿台文庫,除外:メディア,再販制度対象(法人化でも解けない),駿台文庫,,2,本,3,1,0,,1254,4850,2025-共通テスト実戦パッケージ問題　青パック (駿台大学入試完全対策シリーズ),4796164804,https://www.google.com/search?q=%E9%A7%BF%E5%8F%B0%E6%96%87%E5%BA%AB%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
アステッキホールディングス株式会社,除外:メディア,再販制度対象(法人化でも解けない),アステッキホールディングス株式会社,あり,2,本,3,1,0,,2726,5940,呼吸療法認定士受験必修予想問題集【アプリ付き】2026年度版,4909470026,https://www.google.com/search?q=%E3%82%A2%E3%82%B9%E3%83%86%E3%83%83%E3%82%AD%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
地域開発研究所,除外:メディア,再販制度対象(法人化でも解けない),地域開発研究所,,2,本,4,1,0,,1852,6178,1級管工事施工管理第一次検定問題解説集2025年版,4886154387,https://www.google.com/search?q=%E5%9C%B0%E5%9F%9F%E9%96%8B%E7%99%BA%E7%A0%94%E7%A9%B6%E6%89%80%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
フロムソフトウェア,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),フロム・ソフトウェア,,2,ゲーム,3,1,0,,2413,7150,ARMORED CORE VERDICT DAY(アーマード・コア ヴァーディクトデイ)(通常版) - PS3,B00BKTDJ1C,https://www.google.com/search?q=%E3%83%95%E3%83%AD%E3%83%A0%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Taishita,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),ビクターエンタテインメント,,2,DVD,6,1,0,,3762,8968,"SUPER SUMMER LIVE 2013 “灼熱のマンピー!! G★スポット解禁!!"" 胸熱完全版【完全生産限定盤】 [DVD]",B00GMSO4OC,https://www.google.com/search?q=Taishita%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
株式会社ストームレーベルズ,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),株式会社ストームレーベルズ,あり,2,DVD,5,0,0,,2482,10132,Ryosuke Yamada LIVE TOUR 2025 RED (初回生産限定盤) (Blu-ray) - Ryosuke Yamada,B0FYM2TFZK,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B9%E3%83%88%E3%83%BC%E3%83%A0%E3%83%AC%E3%83%BC%E3%83%99%E3%83%AB%E3%82%BA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
中央法規出版,除外:メディア,再販制度対象(法人化でも解けない),中央法規出版,,2,本,3,1,0,,3015,9228,障害者総合支援法 事業者ハンドブック 報酬編〔2024年版〕: 報酬告示と留意事項通知,482430086X,https://www.google.com/search?q=%E4%B8%AD%E5%A4%AE%E6%B3%95%E8%A6%8F%E5%87%BA%E7%89%88%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
LEONINE,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),LEONINE Distribution GmbH,,2,DVD,4,0,2,S3_略号JPセラー,4553,12162,Ghost in the Shell 2 - Innocence UHD BD (Limited Edition) [Blu-ray],B0BZSRJSHX,https://www.google.com/search?q=LEONINE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Funimation,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),,,2,DVD,4,0,0,,4280,12632,Wolf Children [DVD] [Import],B00ENNO1E6,https://www.google.com/search?q=Funimation%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Lions Gate,除外:メディア,版元直取引は法人+実績が前提(法人化で条件付きに開く),LIONSGATE,,2,DVD,6,0,0,,5954,12615,Apocalypse Now [Blu-ray],B00FAHYO1E,https://www.google.com/search?q=Lions%20Gate%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ATLANTIC RECORDS,除外:メディア,再販制度対象(法人化でも解けない),Atlantic,,2,ミュージック,3,0,0,,5736,12643,IV: Deluxe Edition (2CD+T-Shirt) (size: XL),B00OYIMXZY,https://www.google.com/search?q=ATLANTIC%20RECORDS%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
技術評論社,除外:メディア,再販制度対象(法人化でも解けない),技術評論社,,2,本,4,1,0,,1908,5140,令和07年 イメージ＆クレバー方式でよくわかる かやのき先生の基本情報技術者教室,4297145340,https://www.google.com/search?q=%E6%8A%80%E8%A1%93%E8%A9%95%E8%AB%96%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
オーム社,除外:メディア,再販制度対象(法人化でも解けない),オーム社,,2,本,4,0,0,,554,4420,ぜんぶ絵で見て覚える 第2種電気工事士 学科試験 すい～っと合格 2025年版,4274232964,https://www.google.com/search?q=%E3%82%AA%E3%83%BC%E3%83%A0%E7%A4%BE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
